panel,profile,structure,q,epoch,n,empirical_mean,empirical_sd,theory_mean,theory_sd,observable_mean,observable_sd,structure_count
a,simplicial,2-simplices,1,164,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,165,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,166,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,167,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,168,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,169,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,170,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,171,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,172,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,173,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,174,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,175,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,176,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,177,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,178,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,179,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,180,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,181,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,182,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,183,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,184,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,185,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,186,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,187,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,188,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,189,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,190,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,191,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,192,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,193,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,194,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,195,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,196,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,197,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,198,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,199,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
a,simplicial,2-simplices,1,200,10,0.7699386503067485,0.0,0.7699386503067485,0.0,,,
b,simplicial,2-simplices,1,,10,,,,,0.7699386503067485,0.0,
a,simplicial,2-simplices,2,1,10,0.773803680981595,0.0036011567365747087,0.7730548252020638,0.0,,,
a,simplicial,2-simplices,2,2,10,0.7765030674846626,0.0044055174427841725,0.7761215370038067,1.1761146561888094e-16,,,
a,simplicial,2-simplices,2,3,10,0.7796932515337424,0.008600877889619519,0.7791395708404347,0.0,,,
a,simplicial,2-simplices,2,4,10,0.7848466257668711,0.007356564710053459,0.7821096993780708,2.2235278634319104e-16,,,
a,simplicial,2-simplices,2,5,10,0.7880368098159509,0.008442861085211873,0.785032683018288,1.4285061330586922e-16,,,
a,simplicial,2-simplices,2,6,10,0.7890184049079755,0.00881696576687258,0.7879092700927949,2.6272671962866383e-16,,,
a,simplicial,2-simplices,2,7,10,0.7931901840490798,0.008105231259848163,0.7907401970549904,3.7758465807882843e-16,,,
a,simplicial,2-simplices,2,8,10,0.7976073619631902,0.011692084851432645,0.7935261886685878,3.881372438896974e-16,,,
a,simplicial,2-simplices,2,9,10,0.7996319018404908,0.012888952627923216,0.7962679581930828,0.0,,,
a,simplicial,2-simplices,2,10,10,0.8015337423312884,0.01348220675265985,0.7989662075663919,2.4797742478323306e-16,,,
a,simplicial,2-simplices,2,11,10,0.8039877300613497,0.015094878388571662,0.8016216275845706,3.853040874452409e-16,,,
a,simplicial,2-simplices,2,12,10,0.8074233128834356,0.017239761095326808,0.804234898078654,4.160662724737088e-16,,,
a,simplicial,2-simplices,2,13,10,0.8085276073619632,0.016609673338317622,0.8068066880887065,2.366740426650598e-16,,,
a,simplicial,2-simplices,2,14,10,0.8103067484662576,0.01611991646617424,0.8093376560350946,5.233641528945917e-17,,,
a,simplicial,2-simplices,2,15,10,0.810920245398773,0.015932032233746687,0.8118284498871068,3.7007434154171886e-16,,,
a,simplicial,2-simplices,2,16,10,0.8134969325153374,0.01763203418797537,0.814279707328768,4.564083509149711e-16,,,
a,simplicial,2-simplices,2,17,10,0.8168711656441717,0.021493319240771806,0.8166920559221393,2.5666196404353564e-16,,,
a,simplicial,2-simplices,2,18,10,0.8192024539877301,0.022385026393069236,0.8190661132680042,2.553244772742079e-16,,,
a,simplicial,2-simplices,2,19,10,0.8195705521472393,0.022882786805644744,0.8214024871639436,1.1761146561888094e-16,,,
a,simplicial,2-simplices,2,20,10,0.8250920245398772,0.02227152538566159,0.8237017757599311,2.145154682951613e-16,,,
a,simplicial,2-simplices,2,21,10,0.8274233128834355,0.0212935388877866,0.8259645677115446,2.122691711248235e-16,,,
a,simplicial,2-simplices,2,22,10,0.8301226993865031,0.023293950623071172,0.8281914423306027,5.004904878330104e-16,,,
a,simplicial,2-simplices,2,23,10,0.8326380368098161,0.022784526855749734,0.8303829697334779,2.0967250860301e-16,,,
a,simplicial,2-simplices,2,24,10,0.8345398773006135,0.02108036324869056,0.8325397109871016,4.447055726863821e-16,,,
a,simplicial,2-simplices,2,25,10,0.8353374233128834,0.02161932395188697,0.8346622182525687,2.0404491062834961e-16,,,
a,simplicial,2-simplices,2,26,10,0.8366871165644172,0.020522977804482718,0.8367510349265219,4.681111291435601e-17,,,
a,simplicial,2-simplices,2,27,10,0.8406134969325153,0.021145233828919575,0.8388066957802488,1.3031662313448182e-16,,,
a,simplicial,2-simplices,2,28,10,0.8420858895705521,0.021998995920943423,0.8408297270966203,1.4043333874306804e-16,,,
a,simplicial,2-simplices,2,29,10,0.8429447852760736,0.02165565962542673,0.8428206468048008,3.766767830981465e-16,,,
a,simplicial,2-simplices,2,30,10,0.8446625766871166,0.021398841797729364,0.8447799646128473,9.064933036736789e-17,,,
a,simplicial,2-simplices,2,31,10,0.8458895705521472,0.02211011320225928,0.8467081821382252,2.398355846665908e-16,,,
a,simplicial,2-simplices,2,32,10,0.8473006134969324,0.021812382822898123,0.8486057930362115,3.671018087332943e-16,,,
a,simplicial,2-simplices,2,33,10,0.8483435582822085,0.021908703783541945,0.8504732831262922,2.232747783547962e-16,,,
a,simplicial,2-simplices,2,34,10,0.8510429447852761,0.02119856562593136,0.8523111305165401,2.3434795139979835e-16,,,
a,simplicial,2-simplices,2,35,10,0.8533128834355829,0.02136295022830803,0.8541198057259866,2.409749525270948e-16,,,
a,simplicial,2-simplices,2,36,10,0.8539877300613498,0.021226560433100276,0.8558997718051276,4.3410840251730974e-16,,,
a,simplicial,2-simplices,2,37,10,0.8577300613496932,0.020704852421718573,0.8576514844544351,4.0892796102084093e-16,,,
a,simplicial,2-simplices,2,38,10,0.8585889570552148,0.02026759230549482,0.8593753921410551,4.681111291435602e-16,,,
a,simplicial,2-simplices,2,39,10,0.8595092024539877,0.019589251558000894,0.8610719362136063,7.021666937153402e-17,,,
a,simplicial,2-simplices,2,40,10,0.8606748466257669,0.020172867948529617,0.8627415510151589,4.361542392016941e-16,,,
a,simplicial,2-simplices,2,41,10,0.8612883435582821,0.020698792110032425,0.8643846639944706,4.915166856007381e-16,,,
a,simplicial,2-simplices,2,42,10,0.8671165644171779,0.021962847445658358,0.866001695815377,4.586533637279209e-16,,,
a,simplicial,2-simplices,2,43,10,0.8685276073619631,0.02344712542795699,0.8675930604645357,2.2932668186396046e-16,,,
a,simplicial,2-simplices,2,44,10,0.8696319018404909,0.02243578403952849,0.869159165357346,5.175751305185576e-16,,,
a,simplicial,2-simplices,2,45,10,0.87079754601227,0.022485962163145603,0.8707004114423323,4.752250257753353e-16,,,
a,simplicial,2-simplices,2,46,10,0.8712883435582823,0.022436809204593736,0.8722171933037421,2.401209334702682e-16,,,
a,simplicial,2-simplices,2,47,10,0.8726380368098159,0.021342875530379057,0.8737098992626056,1.4043333874306804e-16,,,
a,simplicial,2-simplices,2,48,10,0.873435582822086,0.021177347761540066,0.8751789114760815,5.733167046599012e-17,,,
a,simplicial,2-simplices,2,49,10,0.8740490797546012,0.021498766547032755,0.876624606035378,7.762744877793948e-17,,,
a,simplicial,2-simplices,2,50,10,0.8747239263803681,0.022104438170329428,0.8780473530619854,2.080331362368544e-16,,,
a,simplicial,2-simplices,2,51,10,0.8769938650306749,0.02218271964575555,0.879447516802449,1.9014763953998932e-16,,,
a,simplicial,2-simplices,2,52,10,0.8806134969325153,0.022101410890804106,0.8808254557216515,4.225983244416238e-16,,,
a,simplicial,2-simplices,2,53,10,0.8823312883435582,0.021324448951084315,0.8821815225945026,1.0725773414758065e-16,,,
a,simplicial,2-simplices,2,54,10,0.8837423312883436,0.022915294412350275,0.8835160645963616,4.546043582783968e-16,,,
a,simplicial,2-simplices,2,55,10,0.8867484662576686,0.021256485850365683,0.8848294233918464,5.733167046599012e-17,,,
a,simplicial,2-simplices,2,56,10,0.8874233128834355,0.02104104677427997,0.8861219352223231,2.0934566115783667e-16,,,
a,simplicial,2-simplices,2,57,10,0.888282208588957,0.021940462663169763,0.8873939309919969,1.9014763953998932e-16,,,
a,simplicial,2-simplices,2,58,10,0.8899386503067485,0.02106478443605518,0.8886457363526169,3.0269276043701823e-16,,,
a,simplicial,2-simplices,2,59,10,0.8904294478527607,0.021126238967433653,0.8898776717868945,8.191944760012302e-17,,,
a,simplicial,2-simplices,2,60,10,0.8911042944785276,0.020700408366629414,0.891090052690458,0.0,,,
a,simplicial,2-simplices,2,61,10,0.892638036809816,0.019948872635185588,0.8922831894526965,1.0532500405730103e-16,,,
a,simplicial,2-simplices,2,62,10,0.892760736196319,0.01988125555006261,0.893457387536168,2.41258953748256e-16,,,
a,simplicial,2-simplices,2,63,10,0.8946625766871165,0.019209955174127716,0.8946129475548315,3.8029527907997864e-16,,,
a,simplicial,2-simplices,2,64,10,0.8966257668711656,0.019394547613461488,0.8957501653509723,4.681111291435601e-17,,,
a,simplicial,2-simplices,2,65,10,0.8981595092024539,0.019019504333065713,0.8968693320709841,3.9234862116835754e-16,,,
a,simplicial,2-simplices,2,66,10,0.9014110429447852,0.019655426430313334,0.8979707342398816,3.401866993814846e-16,,,
a,simplicial,2-simplices,2,67,10,0.9023926380368097,0.01915195976238992,0.8990546538346799,3.342982125383114e-16,,,
a,simplicial,2-simplices,2,68,10,0.902760736196319,0.018965006285297514,0.9001213683565268,5.733167046599012e-17,,,
a,simplicial,2-simplices,2,69,10,0.9034355828220859,0.018056692295392356,0.9011711509018525,3.142364844681375e-16,,,
a,simplicial,2-simplices,2,70,10,0.9041104294478528,0.018293345130179807,0.9022042702321695,3.2600167817912923e-16,,,
a,simplicial,2-simplices,2,71,10,0.9048466257668712,0.017552279592466306,0.903220990842953,2.080331362368544e-16,,,
a,simplicial,2-simplices,2,72,10,0.9053987730061349,0.017481493153227258,0.904221573031341,9.362222582871203e-17,,,
a,simplicial,2-simplices,2,73,10,0.9058895705521472,0.017594519684294645,0.9052062729627799,2.0571606802743646e-16,,,
a,simplicial,2-simplices,2,74,10,0.9066257668711657,0.016678393004276943,0.9061753427365693,3.932203143583111e-16,,,
a,simplicial,2-simplices,2,75,10,0.9070552147239264,0.016520809067562474,0.9071290304504513,3.7025933247631223e-16,,,
a,simplicial,2-simplices,2,76,10,0.9076073619631903,0.01634764365707755,0.9080675802641325,3.528343968566428e-16,,,
a,simplicial,2-simplices,2,77,10,0.9077300613496933,0.01620117255983391,0.9089912324617085,5.733167046599012e-17,,,
a,simplicial,2-simplices,2,78,10,0.9080368098159509,0.015975676871297334,0.9099002235133,2.386907782032965e-16,,,
a,simplicial,2-simplices,2,79,10,0.9081595092024539,0.016047763277525617,0.9107947861354854,2.0571606802743646e-16,,,
a,simplicial,2-simplices,2,80,10,0.9092638036809817,0.01517556034362241,0.9116751493509844,3.916498697301471e-16,,,
a,simplicial,2-simplices,2,81,10,0.9116564417177914,0.015927306730978117,0.9125415385471893,3.4735769905631844e-16,,,
a,simplicial,2-simplices,2,82,10,0.9128834355828221,0.01622387195934454,0.9133941755339275,2.340555645717801e-16,,,
a,simplicial,2-simplices,2,83,10,0.916196319018405,0.017268240462515516,0.9142332786002372,3.510833468576701e-17,,,
a,simplicial,2-simplices,2,84,10,0.9168711656441717,0.017492135357621622,0.9150590625702574,4.3489640171823483e-16,,,
a,simplicial,2-simplices,2,85,10,0.9185889570552147,0.018513765781741888,0.9158717388582126,3.489312414213439e-16,,,
a,simplicial,2-simplices,2,86,10,0.919079754601227,0.018759256451660763,0.916671515522556,9.362222582871203e-17,,,
a,simplicial,2-simplices,2,87,10,0.9200613496932515,0.01941135921327805,0.9174585973192129,3.510833468576701e-17,,,
a,simplicial,2-simplices,2,88,10,0.9217791411042946,0.01868509742515714,0.9182331857540156,3.4735769905631844e-16,,,
a,simplicial,2-simplices,2,89,10,0.9241104294478527,0.017900495335036317,0.9189954791342914,3.881372438896974e-16,,,
a,simplicial,2-simplices,2,90,10,0.9249693251533742,0.01770080116360694,0.919745672619649,7.49343429207797e-17,,,
a,simplicial,2-simplices,2,91,10,0.9252147239263804,0.017786591736154374,0.920483958271903,3.618411218528999e-16,,,
a,simplicial,2-simplices,2,92,10,0.9257668711656442,0.017608300115852137,0.92121052510428,7.401486830834377e-17,,,
a,simplicial,2-simplices,2,93,10,0.9259509202453987,0.017525097053284866,0.9219255591297959,3.21773202442742e-16,,,
a,simplicial,2-simplices,2,94,10,0.9266257668711656,0.017141845471360186,0.9226292434088734,1.9894722988601306e-16,,,
a,simplicial,2-simplices,2,95,10,0.9274233128834355,0.016580945577395898,0.923321758096211,3.861916815434371e-16,,,
a,simplicial,2-simplices,2,96,10,0.9282208588957055,0.016663843588927092,0.9240032804869409,3.2705025495624708e-16,,,
a,simplicial,2-simplices,2,97,10,0.9286503067484663,0.016741585788420582,0.9246739850619285,3.36950604901947e-16,,,
a,simplicial,2-simplices,2,98,10,0.9293251533742332,0.01731564223694413,0.9253340435325587,4.681111291435601e-17,,,
a,simplicial,2-simplices,2,99,10,0.9298773006134968,0.01734279136394594,0.9259836248846094,5.733167046599012e-17,,,
a,simplicial,2-simplices,2,100,10,0.9304907975460124,0.017400567928081784,0.9266228954215506,8.191944760012302e-17,,,
a,simplicial,2-simplices,2,101,10,0.9322085889570552,0.016198720154169403,0.9272520188071093,3.060673659425244e-16,,,
a,simplicial,2-simplices,2,102,10,0.9331288343558283,0.015395934744146184,0.927871156107179,4.035337863427314e-16,,,
a,simplicial,2-simplices,2,103,10,0.9333742331288344,0.015558596157584533,0.9284804658310636,2.9350418479176855e-16,,,
a,simplicial,2-simplices,2,104,10,0.9336196319018406,0.015584378562052978,0.9290801039720169,1.7554167342883506e-16,,,
a,simplicial,2-simplices,2,105,10,0.933803680981595,0.01523057533433818,0.9296702240472555,1.751511464191092e-16,,,
a,simplicial,2-simplices,2,106,10,0.9338650306748466,0.015327331376441744,0.9302509771371612,0.0,,,
a,simplicial,2-simplices,2,107,10,0.9342331288343558,0.015460447297530492,0.9308225119240555,3.433922985862513e-16,,,
a,simplicial,2-simplices,2,108,10,0.9349079754601227,0.01584952830980289,0.9313849747302166,7.021666937153402e-17,,,
a,simplicial,2-simplices,2,109,10,0.9351533742331288,0.015576997338719452,0.9319385095553174,4.5984622234511915e-16,,,
a,simplicial,2-simplices,2,110,10,0.935644171779141,0.01540258821827782,0.9324832581133494,3.0984749120421047e-16,,,
a,simplicial,2-simplices,2,111,10,0.9362576687116565,0.015860079012969902,0.9330193598688854,3.2872102064377707e-16,,,
a,simplicial,2-simplices,2,112,10,0.9363190184049079,0.01586100186557926,0.9335469520727374,2.0571606802743646e-16,,,
a,simplicial,2-simplices,2,113,10,0.9368098159509202,0.015406796075122584,0.9340661697971624,0.0,,,
a,simplicial,2-simplices,2,114,10,0.9369325153374233,0.01551175632377398,0.9345771459704008,3.21773202442742e-16,,,
a,simplicial,2-simplices,2,115,10,0.9376073619631902,0.015940560843453643,0.9350800114107389,2.366740426650598e-16,,,
a,simplicial,2-simplices,2,116,10,0.9378527607361964,0.015982481491353836,0.9355748948599727,3.174884146624992e-16,,,
a,simplicial,2-simplices,2,117,10,0.938036809815951,0.015995428439285215,0.9360619230163444,4.392830758622045e-16,,,
a,simplicial,2-simplices,2,118,10,0.938159509202454,0.01589787204220511,0.9365412205670648,3.0718399630568783e-16,,,
a,simplicial,2-simplices,2,119,10,0.9382822085889571,0.01602729343501983,0.9370129102201531,7.762744877793948e-17,,,
a,simplicial,2-simplices,2,120,10,0.9385276073619633,0.01610693976391632,0.9374771127358887,4.195082817701991e-16,,,
a,simplicial,2-simplices,2,121,10,0.9387116564417178,0.016001832649172324,0.9379339469577224,4.094300213216723e-16,,,
a,simplicial,2-simplices,2,122,10,0.9388343558282208,0.015979864672701915,0.9383835298427095,4.2839202195944226e-16,,,
a,simplicial,2-simplices,2,123,10,0.9395092024539877,0.01599072167107576,0.9388259764914165,3.59562980915103e-16,,,
a,simplicial,2-simplices,2,124,10,0.9395705521472392,0.015962058928765357,0.9392614001774584,4.234077454560859e-16,,,
a,simplicial,2-simplices,2,125,10,0.9397546012269938,0.016093952598427216,0.9396899123764089,2.0967250860301e-16,,,
a,simplicial,2-simplices,2,126,10,0.9400613496932515,0.015787665423202178,0.9401116227944305,1.1466334093198023e-16,,,
a,simplicial,2-simplices,2,127,10,0.9401226993865031,0.015713720593280196,0.9405266393962963,4.790997919185434e-16,,,
a,simplicial,2-simplices,2,128,10,0.9403680981595093,0.01600274732708036,0.9409350684330408,3.6354035900869793e-16,,,
a,simplicial,2-simplices,2,129,10,0.9404294478527607,0.016004445875934553,0.9413370144692076,2.080331362368544e-16,,,
a,simplicial,2-simplices,2,130,10,0.9407361963190184,0.015732339067312497,0.9417325804095678,4.485386514393286e-16,,,
a,simplicial,2-simplices,2,131,10,0.940920245398773,0.015684018382880197,0.9421218675254727,3.174884146624992e-16,,,
a,simplicial,2-simplices,2,132,10,0.9411042944785276,0.015609046738046124,0.942504975480807,3.766767830981465e-16,,,
a,simplicial,2-simplices,2,133,10,0.9411656441717792,0.01547302023121097,0.9428820023574882,3.9789445977202613e-16,,,
a,simplicial,2-simplices,2,134,10,0.9415950920245398,0.015436083495087303,0.943253044680578,4.135901568172935e-16,,,
a,simplicial,2-simplices,2,135,10,0.9416564417177915,0.01529906587360753,0.9436181974429765,4.372518787855363e-16,,,
a,simplicial,2-simplices,2,136,10,0.9423312883435584,0.013881850918999695,0.9439775541297781,4.047199054259303e-16,,,
a,simplicial,2-simplices,2,137,10,0.942638036809816,0.01398165954928366,0.9443312067421846,4.4777466067618635e-16,,,
a,simplicial,2-simplices,2,138,10,0.9430674846625766,0.01352726343451863,0.9446792458210727,3.953045355713231e-16,,,
a,simplicial,2-simplices,2,139,10,0.9431288343558283,0.013521852188792871,0.9450217604701304,2.2235278634319104e-16,,,
a,simplicial,2-simplices,2,140,10,0.9431288343558283,0.013521852188792871,0.945358838378717,2.4687037718011827e-16,,,
a,simplicial,2-simplices,2,141,10,0.943680981595092,0.013839006529162229,0.9456905658443258,1.1466334093198023e-16,,,
a,simplicial,2-simplices,2,142,10,0.943680981595092,0.013839006529162229,0.9460170277945948,3.3017600539857414e-16,,,
a,simplicial,2-simplices,2,143,10,0.9437423312883435,0.013791329776800886,0.9463383078091588,2.0934566115783667e-16,,,
a,simplicial,2-simplices,2,144,10,0.9438650306748466,0.013852447372837064,0.9466544881409398,5.3628867073790325e-17,,,
a,simplicial,2-simplices,2,145,10,0.9439877300613497,0.01384278336512193,0.9469656497373057,2.080331362368544e-16,,,
a,simplicial,2-simplices,2,146,10,0.9441104294478528,0.013828879522258142,0.9472718722607082,4.266300731049751e-16,,,
a,simplicial,2-simplices,2,147,10,0.9441717791411042,0.013699905296068895,0.9475732341091275,3.510833468576701e-17,,,
a,simplicial,2-simplices,2,148,10,0.9442331288343558,0.013701278880815364,0.9478698124361571,3.510833468576701e-17,,,
a,simplicial,2-simplices,2,149,10,0.9448466257668711,0.012850771719921475,0.9481616831706843,3.5899118678562583e-16,,,
a,simplicial,2-simplices,2,150,10,0.9449079754601227,0.012926535496513491,0.948448921036424,3.559261045462548e-16,,,
a,simplicial,2-simplices,2,151,10,0.9450306748466257,0.013059785680313286,0.9487315995709412,1.2819751242557092e-16,,,
a,simplicial,2-simplices,2,152,10,0.9450920245398773,0.013075946708246496,0.9490097911446027,2.0967250860301e-16,,,
a,simplicial,2-simplices,2,153,10,0.945521472392638,0.01315104925071427,0.9492835669790012,2.080331362368544e-16,,,
a,simplicial,2-simplices,2,154,10,0.9475460122699386,0.011991559183295912,0.9495529971652328,4.213000162292041e-16,,,
a,simplicial,2-simplices,2,155,10,0.9475460122699386,0.011991559183295912,0.9498181506818459,4.681111291435601e-17,,,
a,simplicial,2-simplices,2,156,10,0.9484662576687116,0.011983709876469207,0.9500790954124835,1.9193983409904102e-16,,,
a,simplicial,2-simplices,2,157,10,0.9487730061349693,0.011970616260864805,0.9503358981632559,4.694258454670627e-16,,,
a,simplicial,2-simplices,2,158,10,0.9496932515337424,0.01198370987646921,0.9505886246798964,1.199177923332954e-16,,,
a,simplicial,2-simplices,2,159,10,0.9499386503067484,0.011854592476456495,0.9508373396645373,2.41258953748256e-16,,,
a,simplicial,2-simplices,2,160,10,0.9501226993865031,0.01197690298279832,0.9510821067922579,2.5666196404353564e-16,,,
a,simplicial,2-simplices,2,161,10,0.9503067484662576,0.012150061985695662,0.9513229887274974,3.7025933247631223e-16,,,
a,simplicial,2-simplices,2,162,10,0.9508588957055215,0.01244742121237078,0.9515600471399438,7.762744877793948e-17,,,
a,simplicial,2-simplices,2,163,10,0.9512269938650307,0.011630401796978418,0.9517933427204456,3.557336600312149e-16,,,
a,simplicial,2-simplices,2,164,10,0.9513496932515337,0.011676336482529744,0.9520229351964978,1.0725773414758065e-16,,,
a,simplicial,2-simplices,2,165,10,0.9513496932515337,0.011676336482529744,0.9522488833475309,2.520855578491895e-16,,,
a,simplicial,2-simplices,2,166,10,0.9514723926380368,0.011670604534105893,0.9524712450199718,7.021666937153402e-17,,,
a,simplicial,2-simplices,2,167,10,0.9515950920245398,0.011713525778121132,0.9526900771420653,9.362222582871203e-17,,,
a,simplicial,2-simplices,2,168,10,0.952760736196319,0.01220843481112417,0.9529054357384096,4.866160977449997e-16,,,
a,simplicial,2-simplices,2,169,10,0.9528220858895706,0.012203124151580466,0.9531173759443282,2.080331362368544e-16,,,
a,simplicial,2-simplices,2,170,10,0.9530061349693252,0.012198839677583475,0.9533259520199993,4.442433807312389e-16,,,
a,simplicial,2-simplices,2,171,10,0.9531901840490798,0.01227692371046892,0.9535312173643181,4.745040042316086e-16,,,
a,simplicial,2-simplices,2,172,10,0.9539263803680982,0.011213743899400145,0.9537332245285579,4.681111291435601e-17,,,
a,simplicial,2-simplices,2,173,10,0.9539263803680982,0.011213743899400145,0.953932025229878,4.576070617145934e-16,,,
a,simplicial,2-simplices,2,174,10,0.9539877300613497,0.011267875103440421,0.9541276703645145,2.2235278634319104e-16,,,
a,simplicial,2-simplices,2,175,10,0.9539877300613497,0.011267875103440421,0.9543202100208159,4.496060575246783e-16,,,
a,simplicial,2-simplices,2,176,10,0.9542331288343557,0.011264905575097,0.9545096934920998,3.09626408413875e-16,,,
a,simplicial,2-simplices,2,177,10,0.954355828220859,0.011268617363255032,0.9546961692892371,2.026980648162706e-16,,,
a,simplicial,2-simplices,2,178,10,0.9548466257668713,0.01141609932610538,0.9548796851530785,4.291905166354878e-16,,,
a,simplicial,2-simplices,2,179,10,0.9549079754601226,0.011346468710495772,0.9550602880667158,3.3121136700345437e-16,,,
a,simplicial,2-simplices,2,180,10,0.9549079754601226,0.011346468710495772,0.9552380242674223,0.0,,,
a,simplicial,2-simplices,2,181,10,0.9549079754601226,0.011346468710495772,0.9554129392585946,3.342982125383114e-16,,,
a,simplicial,2-simplices,2,182,10,0.9556441717791412,0.010212876308561058,0.9555850778213536,2.9139682792692303e-16,,,
a,simplicial,2-simplices,2,183,10,0.9560736196319018,0.010508143693650216,0.9557544840259599,7.49343429207797e-17,,,
a,simplicial,2-simplices,2,184,10,0.9561963190184048,0.010512122694774927,0.9559212012431836,3.0874049412768256e-16,,,
a,simplicial,2-simplices,2,185,10,0.9561963190184048,0.010512122694774927,0.9560852721553899,4.3489640171823483e-16,,,
a,simplicial,2-simplices,2,186,10,0.9562576687116564,0.010551235673440084,0.9562467387673866,7.762744877793948e-17,,,
a,simplicial,2-simplices,2,187,10,0.9562576687116564,0.010551235673440084,0.956405642417305,3.557336600312149e-16,,,
a,simplicial,2-simplices,2,188,10,0.9562576687116564,0.010551235673440084,0.9565620237870469,2.122691711248235e-16,,,
a,simplicial,2-simplices,2,189,10,0.9562576687116564,0.010551235673440084,0.9567159229128416,4.440892098500626e-16,,,
a,simplicial,2-simplices,2,190,10,0.9563190184049081,0.010593757625138886,0.9568673791953536,2.465928387256741e-16,,,
a,simplicial,2-simplices,2,191,10,0.9563190184049081,0.010593757625138886,0.9570164314099003,8.191944760012302e-17,,,
a,simplicial,2-simplices,2,192,10,0.9563190184049081,0.010593757625138886,0.9571631177162772,4.938794261097368e-16,,,
a,simplicial,2-simplices,2,193,10,0.9563190184049081,0.010593757625138886,0.957307475668596,2.9045531713639305e-16,,,
a,simplicial,2-simplices,2,194,10,0.9568098159509203,0.01063473333570906,0.9574495422248275,7.021666937153402e-17,,,
a,simplicial,2-simplices,2,195,10,0.9568098159509203,0.01063473333570906,0.9575893537563601,2.398355846665908e-16,,,
a,simplicial,2-simplices,2,196,10,0.9568098159509203,0.01063473333570906,0.9577269460572465,2.220446049250313e-16,,,
a,simplicial,2-simplices,2,197,10,0.9569325153374233,0.010703719503099096,0.9578623543533487,3.006498163255289e-16,,,
a,simplicial,2-simplices,2,198,10,0.9574233128834356,0.01086041682489744,0.9579956133114169,2.1862593939276816e-16,,,
a,simplicial,2-simplices,2,199,10,0.9574233128834356,0.01086041682489744,0.958126757047929,4.739263971955564e-16,,,
a,simplicial,2-simplices,2,200,10,0.9574233128834356,0.01086041682489744,0.958255819137821,4.55657555290797e-16,,,
b,simplicial,2-simplices,2,,10,,,,,0.9662576687116564,0.0,
a,simplicial,2-simplices,4,1,10,0.7806748466257669,0.007225791306361867,0.7793390065307719,1.199177923332954e-16,,,
a,simplicial,2-simplices,4,2,10,0.7893865030674847,0.007189818779967021,0.7882941152942695,2.080331362368544e-16,,,
