index,task,profile,q,seed,status,exit_code,duration_seconds,gpu,result_dir,plotting_dir
86,hypergraph__q04__seed06,hypergraph,4,6,success,0,189.04914355278015,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q04/seed06,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q04/seed06
87,hypergraph__q04__seed07,hypergraph,4,7,success,0,189.1087543964386,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q04/seed07,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q04/seed07
88,hypergraph__q04__seed08,hypergraph,4,8,success,0,190.3388967514038,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q04/seed08,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q04/seed08
89,hypergraph__q04__seed09,hypergraph,4,9,success,0,187.9133894443512,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q04/seed09,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q04/seed09
90,hypergraph__q08__seed00,hypergraph,8,0,success,0,145.98230648040771,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q08/seed00,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q08/seed00
91,hypergraph__q08__seed01,hypergraph,8,1,success,0,136.44282865524292,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q08/seed01,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q08/seed01
92,hypergraph__q08__seed02,hypergraph,8,2,success,0,150.15211176872253,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q08/seed02,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q08/seed02
93,hypergraph__q08__seed03,hypergraph,8,3,success,0,141.66400718688965,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q08/seed03,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q08/seed03
94,hypergraph__q08__seed04,hypergraph,8,4,success,0,150.72102332115173,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q08/seed04,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q08/seed04
95,hypergraph__q08__seed05,hypergraph,8,5,success,0,140.92337775230408,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q08/seed05,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q08/seed05
96,hypergraph__q08__seed06,hypergraph,8,6,success,0,139.06386613845825,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q08/seed06,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q08/seed06
97,hypergraph__q08__seed07,hypergraph,8,7,success,0,139.96191573143005,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q08/seed07,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q08/seed07
98,hypergraph__q08__seed08,hypergraph,8,8,success,0,139.97637915611267,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q08/seed08,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q08/seed08
99,hypergraph__q08__seed09,hypergraph,8,9,success,0,138.60048532485962,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q08/seed09,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q08/seed09
100,hypergraph__q16__seed00,hypergraph,16,0,success,0,135.87563610076904,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q16/seed00,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q16/seed00
101,hypergraph__q16__seed01,hypergraph,16,1,success,0,137.288512468338,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q16/seed01,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q16/seed01
102,hypergraph__q16__seed02,hypergraph,16,2,success,0,137.26904559135437,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q16/seed02,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q16/seed02
103,hypergraph__q16__seed03,hypergraph,16,3,success,0,138.52763485908508,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q16/seed03,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q16/seed03
104,hypergraph__q16__seed04,hypergraph,16,4,success,0,136.68373680114746,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q16/seed04,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q16/seed04
105,hypergraph__q16__seed05,hypergraph,16,5,success,0,131.4620716571808,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q16/seed05,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q16/seed05
106,hypergraph__q16__seed06,hypergraph,16,6,success,0,140.29464602470398,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q16/seed06,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q16/seed06
107,hypergraph__q16__seed07,hypergraph,16,7,success,0,131.01847982406616,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q16/seed07,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q16/seed07
108,hypergraph__q16__seed08,hypergraph,16,8,success,0,135.18040919303894,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q16/seed08,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q16/seed08
109,hypergraph__q16__seed09,hypergraph,16,9,success,0,134.33277583122253,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q16/seed09,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q16/seed09
110,hypergraph__q32__seed00,hypergraph,32,0,success,0,146.6864275932312,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q32/seed00,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q32/seed00
111,hypergraph__q32__seed01,hypergraph,32,1,success,0,145.24467062950134,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q32/seed01,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q32/seed01
112,hypergraph__q32__seed02,hypergraph,32,2,success,0,143.9624149799347,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q32/seed02,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q32/seed02
113,hypergraph__q32__seed03,hypergraph,32,3,success,0,145.5240285396576,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q32/seed03,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q32/seed03
114,hypergraph__q32__seed04,hypergraph,32,4,success,0,144.72852540016174,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q32/seed04,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q32/seed04
115,hypergraph__q32__seed05,hypergraph,32,5,success,0,153.89990520477295,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q32/seed05,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q32/seed05
116,hypergraph__q32__seed06,hypergraph,32,6,success,0,145.85621190071106,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q32/seed06,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q32/seed06
117,hypergraph__q32__seed07,hypergraph,32,7,success,0,142.34942889213562,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q32/seed07,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q32/seed07
118,hypergraph__q32__seed08,hypergraph,32,8,success,0,142.7718951702118,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q32/seed08,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q32/seed08
119,hypergraph__q32__seed09,hypergraph,32,9,success,0,142.17985701560974,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/hypergraph/q32/seed09,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/hypergraph/q32/seed09
120,cell_basis__q01__seed00,cell_basis,1,0,success,0,2798.4191851615906,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q01/seed00,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q01/seed00
121,cell_basis__q01__seed01,cell_basis,1,1,success,0,2793.2905395030975,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q01/seed01,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q01/seed01
122,cell_basis__q01__seed02,cell_basis,1,2,success,0,2797.222099542618,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q01/seed02,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q01/seed02
123,cell_basis__q01__seed03,cell_basis,1,3,success,0,2802.875398159027,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q01/seed03,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q01/seed03
124,cell_basis__q01__seed04,cell_basis,1,4,success,0,2800.9840545654297,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q01/seed04,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q01/seed04
125,cell_basis__q01__seed05,cell_basis,1,5,success,0,2803.3391904830933,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q01/seed05,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q01/seed05
126,cell_basis__q01__seed06,cell_basis,1,6,success,0,2806.7512605190277,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q01/seed06,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q01/seed06
127,cell_basis__q01__seed07,cell_basis,1,7,success,0,2805.5718841552734,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q01/seed07,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q01/seed07
128,cell_basis__q01__seed08,cell_basis,1,8,success,0,2799.632729768753,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q01/seed08,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q01/seed08
129,cell_basis__q01__seed09,cell_basis,1,9,success,0,2799.1207869052887,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q01/seed09,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q01/seed09
130,cell_basis__q02__seed00,cell_basis,2,0,success,0,1420.0963034629822,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q02/seed00,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q02/seed00
131,cell_basis__q02__seed01,cell_basis,2,1,success,0,1422.366346359253,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q02/seed01,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q02/seed01
132,cell_basis__q02__seed02,cell_basis,2,2,success,0,1428.5180938243866,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q02/seed02,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q02/seed02
133,cell_basis__q02__seed03,cell_basis,2,3,success,0,1430.526930809021,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q02/seed03,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q02/seed03
134,cell_basis__q02__seed04,cell_basis,2,4,success,0,1429.7832162380219,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q02/seed04,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q02/seed04
135,cell_basis__q02__seed05,cell_basis,2,5,success,0,1429.6170659065247,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q02/seed05,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q02/seed05
136,cell_basis__q02__seed06,cell_basis,2,6,success,0,1428.6547636985779,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q02/seed06,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q02/seed06
137,cell_basis__q02__seed07,cell_basis,2,7,success,0,1434.0016069412231,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q02/seed07,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q02/seed07
138,cell_basis__q02__seed08,cell_basis,2,8,success,0,1432.3022532463074,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q02/seed08,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q02/seed08
139,cell_basis__q02__seed09,cell_basis,2,9,success,0,1431.730563402176,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q02/seed09,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q02/seed09
140,cell_basis__q04__seed00,cell_basis,4,0,success,0,734.4592425823212,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q04/seed00,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q04/seed00
141,cell_basis__q04__seed01,cell_basis,4,1,success,0,728.5548810958862,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q04/seed01,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q04/seed01
142,cell_basis__q04__seed02,cell_basis,4,2,success,0,728.1442337036133,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q04/seed02,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q04/seed02
143,cell_basis__q04__seed03,cell_basis,4,3,success,0,737.7390866279602,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q04/seed03,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q04/seed03
144,cell_basis__q04__seed04,cell_basis,4,4,success,0,734.6469738483429,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q04/seed04,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q04/seed04
145,cell_basis__q04__seed05,cell_basis,4,5,success,0,736.2734282016754,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q04/seed05,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q04/seed05
146,cell_basis__q04__seed06,cell_basis,4,6,success,0,734.5831134319305,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q04/seed06,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q04/seed06
147,cell_basis__q04__seed07,cell_basis,4,7,success,0,736.559960603714,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q04/seed07,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q04/seed07
148,cell_basis__q04__seed08,cell_basis,4,8,success,0,735.7390987873077,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q04/seed08,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q04/seed08
149,cell_basis__q04__seed09,cell_basis,4,9,success,0,735.5436975955963,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q04/seed09,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q04/seed09
150,cell_basis__q08__seed00,cell_basis,8,0,success,0,382.49426531791687,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q08/seed00,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q08/seed00
151,cell_basis__q08__seed01,cell_basis,8,1,success,0,379.51669049263,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q08/seed01,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q08/seed01
152,cell_basis__q08__seed02,cell_basis,8,2,success,0,382.8139476776123,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q08/seed02,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q08/seed02
153,cell_basis__q08__seed03,cell_basis,8,3,success,0,378.40658807754517,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q08/seed03,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q08/seed03
154,cell_basis__q08__seed04,cell_basis,8,4,success,0,379.5754783153534,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q08/seed04,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q08/seed04
155,cell_basis__q08__seed05,cell_basis,8,5,success,0,382.85779762268066,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q08/seed05,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q08/seed05
156,cell_basis__q08__seed06,cell_basis,8,6,success,0,383.37117075920105,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q08/seed06,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q08/seed06
157,cell_basis__q08__seed07,cell_basis,8,7,success,0,381.7032570838928,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q08/seed07,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q08/seed07
158,cell_basis__q08__seed08,cell_basis,8,8,success,0,382.11657524108887,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q08/seed08,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q08/seed08
159,cell_basis__q08__seed09,cell_basis,8,9,success,0,382.3693528175354,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q08/seed09,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q08/seed09
160,cell_basis__q16__seed00,cell_basis,16,0,success,0,226.49854683876038,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q16/seed00,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q16/seed00
161,cell_basis__q16__seed01,cell_basis,16,1,success,0,218.53536224365234,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q16/seed01,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q16/seed01
162,cell_basis__q16__seed02,cell_basis,16,2,success,0,213.8926351070404,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q16/seed02,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q16/seed02
163,cell_basis__q16__seed03,cell_basis,16,3,success,0,213.09623551368713,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q16/seed03,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q16/seed03
164,cell_basis__q16__seed04,cell_basis,16,4,success,0,215.1388943195343,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q16/seed04,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q16/seed04
165,cell_basis__q16__seed05,cell_basis,16,5,success,0,213.33489632606506,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q16/seed05,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q16/seed05
166,cell_basis__q16__seed06,cell_basis,16,6,success,0,212.5984869003296,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q16/seed06,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q16/seed06
167,cell_basis__q16__seed07,cell_basis,16,7,success,0,208.92505812644958,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q16/seed07,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q16/seed07
168,cell_basis__q16__seed08,cell_basis,16,8,success,0,214.55963850021362,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q16/seed08,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q16/seed08
169,cell_basis__q16__seed09,cell_basis,16,9,success,0,209.86090207099915,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q16/seed09,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q16/seed09
170,cell_basis__q32__seed00,cell_basis,32,0,success,0,158.40384936332703,0,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results/cora_np64_sweep/cell_basis/q32/seed00,/mnt/imos-students/leko/projects/tb_experiments/scripts/structural_coverage/results_for_plotting/cora_np64_sweep/cell_basis/q32/seed00
